Id,Organizacion,Enlace Organizacion,Titulo Servicio,Enlace servicio,Nombre Capa,Titulo Capa,Eje Pertenece,subeje,Identificador,PalabraClave,Tipo,Estado,Error,Nota
471,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_santaana_cmenor,ide:desc_santaana_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_santaana_construcciones_menores,Santa Ana construcciones menores,wms,Activo,,
472,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_santaana_cmayor,ide:desc_santaana_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_santaana_construcciones_mayores,Santa Ana construcciones mayores ,wms,Activo,,
474,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_santaana_anteproyectol,ide:desc_santaana_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_santaana_anteproyectos_lotizacion,Santa Ana anteproyectos de lotizacion proyectos de lotizacion lotes de terrenos division de terrenos,wms,Activo,,
475,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_santaana_anteproyecto,ide:desc_santaana_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_santaana_anteproyectos ,Santa Ana anteproyectos proyectos,wms,Activo,,
477,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin_vista_general,ide:desc_sanjoaquin_vista_general,USO Y OCUPACIÓN DEL SUELO,imagen satelital,cuenca_sanjoaquin_fotografia,San Joaquin vista general,wms,Activo,,
478,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin_predios,ide:desc_sanjoaquin_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_sanjoaquin_predios,San Joaquin  predios,wms,Activo,,
479,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin_phs,ide:desc_sanjoaquin_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_sanjoaquin_propiedad_horizontal,San Joaquin propiedad horizontal construcciones edificios construncción de departamentos,wms,Activo,,
480,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin_lotizacion,ide:desc_sanjoaquin_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_sanjoaquin_lotizacion,San Joaquin lotizacion ,wms,Activo,,
481,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin_licencias,ide:desc_sanjoaquin_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_sanjoaquin_licencias_urbanisticas,San Joaquin  lincecias,wms,Activo,,
483,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin_cmenor,ide:desc_sanjoaquin_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_sanjoaquin_construcciones_menores,San Joaquin  construcciones menores,wms,Activo,,
484,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin_cmayor,ide:desc_sanjoaquin_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_sanjoaquin_construcciones_mayores,San Joaquin construcciones mayores ,wms,Activo,,
486,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin_anteproyectol,ide:desc_sanjoaquin_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_san_joaquin_anteproyectos_lotizacion,ANTEPROYECTOS LOTIZADOS SAN JOAQUIN,wms,Activo,,
487,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin_anteproyecto,ide:desc_sanjoaquin_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_san_joaquin_anteproyectos,ANTEPROYECTOS SAN JOAQUIN,wms,Activo,,
488,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sanjoaquin,ide:desc_sanjoaquin,USO Y OCUPACIÓN DEL SUELO,limites,cuenca_san_joaquin_superficie,"DELIMITACIÓN SAN JOAQUIN, LÍMITE SAN JOAQUIN",wms,Activo,,
489,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte_tramites,ide:desc_ricaurte_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_san_ricaurte_tramites,TRÁMITES RICAURTE,wms,Activo,,
490,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte_predios,ide:desc_ricaurte_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_ricaurte_predios,PREDIOS RICAURTE,wms,Activo,,
491,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte_phs,ide:desc_ricaurte_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_ricaurte_propiedad_horizontal,propiedad horizontal construcciones edificios construncción de departamentos en Ricaurte,wms,Activo,,
492,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte_lotizacion,ide:desc_ricaurte_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_ricaurte_lotizacion,LOTIZACIÓN RICAURTE,wms,Activo,,
493,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte_licencias,ide:desc_ricaurte_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_ricaurte_licencias_urbanisticas,LICENCIAS RICAURTE,wms,Activo,,
495,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte_cmenor,ide:desc_ricaurte_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_ricaurte_construcciones_menores,CONSTRUCCIÓN MENOR RICAURTE,wms,Activo,,
496,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte_cmayor,ide:desc_ricaurte_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_ricaurte_construcciones_mayores,CONSTRUCCIÓN MAYOR RICAURTE,wms,Activo,,
498,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte_anteproyectol,ide:desc_ricaurte_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_ricaurte_anteproyectos_lotizacion,ANTEPROYECTOS LOTIZADOS RICAURTE,wms,Activo,,
499,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte_anteproyecto,ide:desc_ricaurte_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuencaricaurte_anteproyectos,ANTEPROYECTOS RICAURTE,wms,Activo,,
500,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_ricaurte,ide:desc_ricaurte,USO Y OCUPACIÓN DEL SUELO,limites,cuenca_ricaurte_superficie,"DELIMITACIÓN RICAURTE, LÍMITE RICAURTE",wms,Activo,,
501,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha_tramites,ide:desc_paccha_tramites,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_paccha_tramites,TRÁMITES PACCHA,wms,Activo,,
502,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha_predios,ide:desc_paccha_predios,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_paccha_predios,PREDIOS PACCHA,wms,Activo,,
503,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha_phs,ide:desc_paccha_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_paccha_propiedad_horizontal,PACCHA,wms,Activo,,
504,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha_lotizacion,ide:desc_paccha_lotizacion,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_paccha_lotizacion,LOTIZACIÓN PACCHA,wms,Activo,,
505,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha_licencias,ide:desc_paccha_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_paccha_licencias_urbanisticas,LICENCIAS PACCHA,wms,Activo,,
507,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha_cmenor,ide:desc_paccha_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_paccha_construcciones_menores,CONSTRUCCIÓN MENOR PACCHA,wms,Activo,,
508,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha_cmayor,ide:desc_paccha_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_paccha_construcciones_mayores,CONSTRUCCIÓN MAYOR PACCHA,wms,Activo,,
510,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha_anteproyectol,ide:desc_paccha_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_paccha_anteproyectos_lotizacion,ANTEPROYECTOS LOTIZADOS PACCHA,wms,Activo,,
511,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha_anteproyecto,ide:desc_paccha_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_paccha_anteproyectos,ANTEPROYECTOS PACCHA,wms,Activo,,
512,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_paccha,ide:desc_paccha,USO Y OCUPACIÓN DEL SUELO,limites,cuenca_paccha_superficie,"DELIMITACIÓN PACHA, LÍMITE PACCHA",wms,Activo,,
513,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti_tramites,ide:desc_nulti_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_nulti_tramites,TRÁMITES NULTI,wms,Activo,,
514,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti_predios,ide:desc_nulti_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_nulti_predios,PREDIOS NULTI,wms,Activo,,
515,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti_phs,ide:desc_nulti_phs,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_nulti_propiedad_horizontal,NULTI,wms,Activo,,
516,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti_lotizacion,ide:desc_nulti_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_nulti_lotizacion,LOTIZACIÓN NULTI,wms,Activo,,
517,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti_licencias,ide:desc_nulti_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_nulti_licencias_urbanisticas,LICENCIAS NULTI,wms,Activo,,
519,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti_cmenor,ide:desc_nulti_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_nulti_construcciones_menores,CONSTRUCCIÓN MENOR NULTI,wms,Activo,,
520,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti_cmayor,ide:desc_nulti_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_nulti_construcciones_mayores,CONSTRUCCIÓN MAYOR NULTI,wms,Activo,,
522,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti_anteproyectol,ide:desc_nulti_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_nulti_anteproyectos_lotizacion,ANTEPROYECTOS LOTIZADOS NULTI,wms,Activo,,
523,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti_anteproyecto,ide:desc_nulti_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_nulti_anteproyectos,ANTEPROYECTOS NULTI,wms,Activo,,
524,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_nulti,ide:desc_nulti,USO Y OCUPACIÓN DEL SUELO,limites,cuenca_nulti_superficie,"DELIMITACIÓN NULTI, LÍMITE NULTI",wms,Activo,,
525,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao_tramites,ide:desc_llacao_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_llacao_tramites,TRÁMITES LLACAO,wms,Activo,,
526,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao_predios,ide:desc_llacao_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_llacao_predios,PREDIOS LLACAO,wms,Activo,,
527,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao_phs,ide:desc_llacao_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_llacao_propiedad_horizontal,LLACAO,wms,Activo,,
528,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao_lotizacion,ide:desc_llacao_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_llacao_lotizacion,LOTIZACIÓN LLACAO,wms,Activo,,
529,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao_licencias,ide:desc_llacao_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_llacao_licencias_urbanisticas,LICENCIAS LLACAO,wms,Activo,,
531,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao_cmenor,ide:desc_llacao_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_llacao_construcciones_menores,CONSTRUCCIÓN MENOR LLACAO,wms,Activo,,
532,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao_cmayor,ide:desc_llacao_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_llacao_construcciones_mayores,CONSTRUCCIÓN MAYOR LLACAO,wms,Activo,,
534,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao_anteproyectol,ide:desc_llacao_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_llacao_anteproyectos_lotizacion,ANTEPROYECTOS LOTIZADOS LLACAO,wms,Activo,,
535,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao_anteproyecto,ide:desc_llacao_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_llacao_anteproyectos,ANTEPROYECTOS LLACAO,wms,Activo,,
536,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_llacao,ide:desc_llacao,USO Y OCUPACIÓN DEL SUELO,limites,cuenca_llacao_superficie,"DELIMITACIÓN NULTI, LÍMITE LLACAO",wms,Activo,,
538,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle_tramites,ide:desc_elvalle_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_el_valle_tramites,TRÁMITES EL VALLE,wms,Activo,,
539,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle_predios,ide:desc_elvalle_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_el_valle_predios,PREDIOS EL VALLE,wms,Activo,,
540,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle_phs,ide:desc_elvalle_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_el_valle_propiedad_horizontal,EL VALLE,wms,Activo,,
541,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle_lotizacion,ide:desc_elvalle_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_el_valle_lotizacion,LOTIZACIÓN EL VALLE,wms,Activo,,
542,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle_licencias,ide:desc_elvalle_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_el_valle_licencias_urbanisticas,LICENCIAS EL VALLE,wms,Activo,,
544,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle_cmenor,ide:desc_elvalle_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_el_valle_construcciones_menores,CONSTRUCCIÓN MENOR EL VALLE,wms,Activo,,
545,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle_cmayor,ide:desc_elvalle_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_el_valle_construcciones_mayores,CONSTRUCCIÓN MAYOR EL VALLE,wms,Activo,,
547,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle_anteproyectol,ide:desc_elvalle_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_el_valle_anteproyectos_lotizacion,ANTEPROYECTOS LOTIZADOS EL VALLE,wms,Activo,,
548,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle_anteproyecto,ide:desc_elvalle_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_el_valle_anteproyectos,ANTEPROYECTOS EL VALLE,wms,Activo,,
549,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_elvalle,ide:desc_elvalle,USO Y OCUPACIÓN DEL SUELO,limites,cuenca_el_valle_superficie,"DELIMITACIÓN EL VALLE, LÍMITE EL VALLE",wms,Activo,,
550,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe_tramites,ide:desc_cumbe_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_cumbe_tramites,TRÁMITES CUMBE,wms,Activo,,
551,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe_predios,ide:desc_cumbe_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_cumbe_predios,PREDIOS CUMBE,wms,Activo,,
552,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe_phs,ide:desc_cumbe_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_cumbe_propiedad_horizontal,CUMBE,wms,Activo,,
553,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe_lotizacion,ide:desc_cumbe_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_cumbe_lotizacion,LOTIZACIÓN CUMBE,wms,Activo,,
554,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe_licencias,ide:desc_cumbe_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_cumbe_licencias_urbanisticas,LICENCIAS CUMBE,wms,Activo,,
556,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe_cmenor,ide:desc_cumbe_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_cumbe_construcciones_menores,CONSTRUCCIÓN MENOR CUMBE,wms,Activo,,
557,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe_cmayor,ide:desc_cumbe_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_cumbe_construcciones_mayores,CONSTRUCCIÓN MAYOR CUMBE,wms,Activo,,
559,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe_anteproyectol,ide:desc_cumbe_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_cumbe_anteproyectos_lotizacion,ANTEPROYECTOS LOTIZADOS CUMBE,wms,Activo,,
560,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe_anteproyecto,ide:desc_cumbe_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_cumbe_anteproyectos,ANTEPROYECTOS CUMBE,wms,Activo,,
561,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_cumbe,ide:desc_cumbe,USO Y OCUPACIÓN DEL SUELO,limites,cuenca_cumbe_superficie,"DELIMITACIÓN CUMBE, LÍMITE CUMBE",wms,Activo,,
562,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad_tramites,ide:desc_chiquintad_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_chiquintad_tramites,TRÁMITES CHIQUINTAD,wms,Activo,,
563,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad_predios,ide:desc_chiquintad_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_chiquintad_predios,PREDIOS CHIQUINTAD,wms,Activo,,
564,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad_phs,ide:desc_chiquintad_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_chiquintad_propiedad_horizontal,CHIQUINTAD,wms,Activo,,
565,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad_lotizacion,ide:desc_chiquintad_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_chiquintad_lotizacion,LOTIZACIÓN CHIQUINTAD,wms,Activo,,
566,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad_licencias,ide:desc_chiquintad_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_chiquintad_licencias_urbanisticas,LICENCIAS CHIQUINTAD,wms,Activo,,
568,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad_cmenor,ide:desc_chiquintad_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_chiquintad_construcciones_menores,CONSTRUCCIÓN MENOR CHIQUINTAD,wms,Activo,,
569,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad_cmayor,ide:desc_chiquintad_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_chuiquintad_construcciones_mayores,CONSTRUCCIÓN MAYOR CHIQUINTAD,wms,Activo,,
